batch	index	address	target_x	target_y	addend_x	addend_y	expected_x	expected_y	got_x	got_y	got_address	classical_failure	phase_failure	ancilla_failure	any_failure
1	74	61429	0xd1f3270b8cda0ccf98b5d60cb741e3ac499a80fa0c7a28a475065cac29ad52fc	0x9dbd339cec5a42f43542604e784bb2a2a65a39164261245cdd1aae4e3e7aadca	0xf6432f8e59e77931822f8c76e7128871fa8a3e0ca55c860658af1f971b74ec28	0xa9618daf8a7053a4d659517814c3ffa8f6c4a13691e61b4eba47ee9972808fb6	0xaf99025961dda6ab300ce5450e60eee3b9a6916654b8d4548791412596e3fb8e	0x56b487c02852c5dca7d0d9453e4269c2a01aea0acb05eecd1dc668be147d69f6	0xaf99025961dda6ab300ce5450e60eee3b9a6916654b8d4548791412596e3fb8e	0x56b487c02852c5dca7d0d9453e4269c2a01aea0acb05eecd1dc668be147d69f6	0xeff5	0	0	0	0
1	75	33585	0xa8548d548fb8745931dc6472665c6c14ac0a75cfb5c9ae9fe946f43e7a3c5ef5	0x6be013fc4f742ea0db958d22d1199f68ed0374d19a4d91af95da1caf26959151	0x9dce41c762b54227b0380c98bece4efde56a749d171e6556b3f3fe640b9a89b2	0x4d6492b6d5730925c6e0a2dad54d088356c8aa1b9b751991f93deb9e7db789b0	0x15c9cc462d090a193687e27968b4ce6c22bc7d8267638bdee885e32fbe6ac9a7	0xf52c7690fe74a94f2df91eeee14f6297334174913ecf31ce1bec5076cfa8f466	0x15c9cc462d090a193687e27968b4ce6c22bc7d8267638bdee885e32fbe6ac9a7	0xf52c7690fe74a94f2df91eeee14f6297334174913ecf31ce1bec5076cfa8f466	0x8331	0	0	0	0
1	76	5265	0x63d83c4a58fc296ea49147fb042f3b89b16e7a89db746761b3d96be93c84e50e	0xdd6d7d5ffae0bebb340406387dcea97ef6a1f1eb45f363524316da1da57fa260	0x7e8fc96f6a9215dd3bf9e8a6ea944ff0c7dfe23a1a99f44c832a11adbafc82e4	0xe9a4fbe1e0c26ca7f739ed00c63f388657d09503a808ed51ddc872e3b1342bff	0xcab36722b760c44f0d2d8d7e5c6912ab223a4c25274991f5357bd2d04327a165	0xde0720dc8c3f8b7f4fdd6295e8a0c9538a2cb27347b89682767a6cc3876f0bf7	0xcab36722b760c44f0d2d8d7e5c6912ab223a4c25274991f5357bd2d04327a165	0xde0720dc8c3f8b7f4fdd6295e8a0c9538a2cb27347b89682767a6cc3876f0bf7	0x1491	0	0	0	0
1	77	19579	0x57e7e31aec41a820ed638251f787e1e84f0b273233a21f2543a04bc36153019f	0x324835e61e6e8fdb543bbd6dca8c5fdf0b2dc5333e7a05edf3791d63cc71badf	0x74c724a551bd728c918cbb3f18d9e3342252b5c52b702c41f01a452005dad6fa	0xd987dcbf389499f1a255d3fb6b58947ff83e065da8124f99449a23f5f4a5135	0xc9392fa56a0e1bc742668646b1e95e31eafab304deef2db4746f5cdda6506165	0xdace3d1fcb631220cda7a698b51d65652ffc7b0a2b008dbf52caf1922e275ec0	0xc9392fa56a0e1bc742668646b1e95e31eafab304deef2db4746f5cdda6506165	0xdace3d1fcb631220cda7a698b51d65652ffc7b0a2b008dbf52caf1922e275ec0	0x4c7b	0	0	0	0
1	78	64587	0xc29f0b1bb88b68af387d17fe30ff634c608ec1c4406f40eb73a73ce0f8d38e19	0x37625b5adb5b78acaf5d9a55e3223a2b15f4b70422a89642cfefa4e2dc3b4f95	0x425f07bf710096fe82bb2a3e758cbeab985d3a1b139aa5c58b84f522badfdaee	0xe3417d7862e84094291021ca0ae2797f12142f1ab038109049445e456f21be1c	0xa306fe03782647deb6d08de9bc2b4024022116fedac0b80dc2b3e7a6bff493a8	0x61ccd41d7b4c09896bb4f8a4cff6de2cb7c6abdc261d5f95da784d7ee2887ca9	0xa306fe03782647deb6d08de9bc2b4024022116fedac0b80dc2b3e7a6bff493a8	0x61ccd41d7b4c09896bb4f8a4cff6de2cb7c6abdc261d5f95da784d7ee2887ca9	0xfc4b	0	0	0	0
1	79	52235	0xf679c1a493e9a3153d58ca4ac209e2cd775d035964314eed464bb96230a5701a	0x1db41224be9e058afce91c70d2117fec33a2e1e81f0ba6ab3a4478fd42ba46e6	0x140348abd4037b9a9ebcc99585257778322adfb4129916b5b8008aaf3056770c	0xbec556851f589396a083b3cc2f5a9f4d6a31f56729f7ceded2d9abe4fc827eeb	0x7ecd651e7bda0078062da1a6f68b2f5fa8d6d7397bf352318861304cba21cea7	0xfaa896d1b6545341b00762738f8585e73a07df4505230a3d5ef6439c230e4e22	0x7ecd651e7bda0078062da1a6f68b2f5fa8d6d7397bf352318861304cba21cea7	0xfaa896d1b6545341b00762738f8585e73a07df4505230a3d5ef6439c230e4e22	0xcc0b	0	0	0	0
1	80	34286	0x7a8ab31f3feb581deb28a25b0c85f7c303387565bafd2df9b2a001564ab8a5d1	0x9fe4b449e0c1d34dee11aa043e3a54544a83d78d5a3c5435ce21b7d9f40ded11	0x5ef4f42e157889f5b0920ec59086ae203d7e87adce672b6014fa7be3d56946c9	0x5791bd5ae1138d966412c586f05d7bbacddcf4ae240e96878fec908b0a772938	0x8f25ee4e6dd795afa850d9e61b1daf736e74b34d956ddedbcc63239b83fa26fb	0x834bdd11878421a5ca3d86ce72bdf8bfb2f7c2767190a60ad6302535343cae75	0x8f25ee4e6dd795afa850d9e61b1daf736e74b34d956ddedbcc63239b83fa26fb	0x834bdd11878421a5ca3d86ce72bdf8bfb2f7c2767190a60ad6302535343cae75	0x85ee	0	0	0	0
1	81	44383	0x8ee1c755656869b830fc68fb3f144e11d17471dd620aded3a77a32d78b62309e	0x7754485b978bbb3fb5b8610c4c6fa47afefca527a77b5bec4e9cbccce637aacf	0x405a88ded35e133555dce050e9933f577c80d01e5aa75fc2b7d73502fbf88b08	0xea80d7bdbe4304d367bc1f7fd64f14de718c788092da232d54ac38024506ecf0	0x1e933d83fe84cb256d54a1d0ddd21bc64cc38f7586a7bc2063136e24a7a1f6b8	0x660d2209447bafd775ccc3712d358d30066ae62eab7860ca7063656011936352	0x1e933d83fe84cb256d54a1d0ddd21bc64cc38f7586a7bc2063136e24a7a1f6b8	0x660d2209447bafd775ccc3712d358d30066ae62eab7860ca7063656011936352	0xad5f	0	0	0	0
1	82	19655	0x37d2fbd0b3687f4d035cd130a1fcafe1ab20f9aadd8e9ce99c898638dc89b311	0x71264c5bc8f061356937efb5b8a9d3826296c6a7e87fc233e198242cea996a35	0xa263644d1af9a0ce934421dbf1c5f9ff38a7289ba919e9c0e2bb74e6fcec787f	0x7508ffc575f1ad66c2ee19532658627f14e34e7b6527fd1ff3dd8eb1b2f9440c	0x414b752cfd25d9621ec6a8613276d8b3312e5928b68bd8a6d5014a7f9d5e5e0	0x9e488bcc473397affb5d1240b891ab5825b88ed703ad492a5649cc4979625364	0x414b752cfd25d9621ec6a8613276d8b3312e5928b68bd8a6d5014a7f9d5e5e0	0x9e488bcc473397affb5d1240b891ab5825b88ed703ad492a5649cc4979625364	0x4cc7	0	0	0	0
1	83	23183	0x164bae15291e9f81d959da227ca83675ea8dd4c317c03f2501a423214d6ce129	0xc599c8b557fc7991d72b74f8ee09de922c252b55910bd8c5760c7f32774aba25	0x5fb5c8fe341a0772e2ccee942e40103162369f07d2fff773b9afe6986f4ed082	0xa78e67603b28efb58d7f7231153f904022431f383d9c9fb448d8b08ac9f3683	0xe4f1788060b12e550eab2e3760f4f5e541ddd10a7ca3508171adac6992ea88de	0x9834d8e4b63e9e5bf0655825351707a8102b13fb54e8b6245627b83f5a1bf4ec	0xe4f1788060b12e550eab2e3760f4f5e541ddd10a7ca3508171adac6992ea88de	0x9834d8e4b63e9e5bf0655825351707a8102b13fb54e8b6245627b83f5a1bf4ec	0x5a8f	0	0	0	0
1	84	60210	0x4e35e412148e82c013e641051e61325c97b2a9dacaad8a16917fb1fbd9ab811b	0x7d2ab0a3b4855a284b6073c72ee392e3d1a2a8cfc9c46f15d0dc5b3665bb774f	0xe980b617ea065ecb063ba657331276919337ac9bc8c973bc93945a6ad266edca	0x77667ef3cea512014aed5ef011022c9783ca4a4e70c0bee4fe00042f368135f3	0xe084801982d5740aa4459baf06e88b7f96da8db684fd07317bf8dc0bf7861894	0xd3c43f948dd813fc7fe10d834dc81406e0010bcbbd8b4a63da3c865d3f4adda2	0xe084801982d5740aa4459baf06e88b7f96da8db684fd07317bf8dc0bf7861894	0xd3c43f948dd813fc7fe10d834dc81406e0010bcbbd8b4a63da3c865d3f4adda2	0xeb32	0	0	0	0
1	85	5255	0xa71c0ed88bffdb7a83d779acada4dc904272103b23fb8b93a2caf11254f6c4de	0xc3243b7704cee7db7e144507f184dcf624ef0cccfe0a42b0ecc894de2174ba44	0xae0e3d30a2026133d3a54529965a96796523e8b41efd4c5bd67789302a88525e	0xfb6918ff85632d24250be67b339ab260c80c087dda1efee97ec5dfb538f80552	0xd95af703873236d4e2835e2d67849036c047519971e65b89fce50e4cbb78e167	0x82388482d11101aacec3a0f037d2d328e01a2864be0b73479d40aa14ccc17ce4	0xd95af703873236d4e2835e2d67849036c047519971e65b89fce50e4cbb78e167	0x82388482d11101aacec3a0f037d2d328e01a2864be0b73479d40aa14ccc17ce4	0x1487	0	0	0	0
1	86	833	0x3703daab19bc2ccfe6f80d8d42c25fda7de2c7e869b8986f4ad9b8bb232a27cd	0x86c5e3e730f8bca8830f3a0de8c2a4bec04077c0a6a78be6cb13adf94ac77b05	0xc7a4fe496bdc35093ae3f508d43877e8d1019d16740a5eb78eaa72b80638412d	0x1b5b12a895fb7130e879240674b8f7356730938b675996fba30a9744960febef	0xf3ac5f916c0312ec7a6cd2724212875304fbfc9c8681df6c1ee246e4246f375c	0xc83b0ed348604778f01dcc89b949bd6380c495815aa370cb420c5636e0ac624a	0xf3ac5f916c0312ec7a6cd2724212875304fbfc9c8681df6c1ee246e4246f375c	0xc83b0ed348604778f01dcc89b949bd6380c495815aa370cb420c5636e0ac624a	0x341	0	0	0	0
1	87	60700	0xcfb105e39ca2ba612230ee13064b710fc120521d0b63ca578e03bda54c2a647e	0x36357287eca7a14fc47a73f55381b1fc3442d0946fbe96ef544dd94b24dffe34	0x4e53ae0af48f3908216764e3dbd0fe68af6b1dae97cb470d10da694b5a67699b	0x25be8a712af17883b8c4cf1595b7d5fae840b450aaef69b850dd6923a71db724	0x2f2fb258fdd6a320214a0dbd7a740fe1d4b81815e28b3fba489ce39c09bea930	0xa799eadf2f8bad2580a01e758c2ec10fb40029ef9a326ced441a4046d4fb82a3	0x2f2fb258fdd6a320214a0dbd7a740fe1d4b81815e28b3fba489ce39c09bea930	0xa799eadf2f8bad2580a01e758c2ec10fb40029ef9a326ced441a4046d4fb82a3	0xed1c	0	0	0	0
1	88	60071	0x453d41e4bb54fb5d808741a93106b1b2736ff6dce7c2048c5b53e60c8216e582	0xe5e25661206f15abb0d94ba587dec5bd9a8e4a6d016664569f0ff2b6fb5bf46f	0xa553572aa3e9f1b6194d36444e2976480a3c9b5d89cf0619ef6ed738326ef38	0xce99adcdc8f4b303b379c5b8f2eea74ad894998053251d617c0e84c30521783e	0xcd9ca8db83abb0c470b5698865f932ab5b1ae82b2ffecc950437639a21ceedc	0xdbbe111edac5880b6c109b8ed2cd5b3ba22d2a2213f4ac5e3c6a5921f11efbda	0xcd9ca8db83abb0c470b5698865f932ab5b1ae82b2ffecc950437639a21ceedc	0xdbbe111edac5880b6c109b8ed2cd5b3ba22d2a2213f4ac5e3c6a5921f11efbda	0xeaa7	0	0	0	0
1	89	54610	0xc386a0f25e8540ac3359979dbfc0f2d41d4d8fd021b45e2d558f1311bc99c615	0xdab406f182b09034ac31ed11034279f8c9c6d300656d6af8cd63ed2a2e3ae385	0x60e321cddf09208db8520d36ef1360747d7dab01224cd99d9e3ecd74d994a1e0	0x1c9235b0b04020b7c9cc0f83c3a6dcb3fb07a27d6b73ae4ebb257c6741ea614c	0xb34c5a7f6a5eacc684f9765740e0206efc30b0887decff13639654b146af8e08	0x4df5abb51b9746a2132f3e71baa0fd3c97f30014ed4026a7d91ca65552c13ab7	0xb34c5a7f6a5eacc684f9765740e0206efc30b0887decff13639654b146af8e08	0x4df5abb51b9746a2132f3e71baa0fd3c97f30014ed4026a7d91ca65552c13ab7	0xd552	0	0	0	0
1	90	26675	0xfcc5d6d8885dd935ba06a6e04f86e5bf068cd6a4b5270203de51df3719975fa8	0xda675949165f645828010269b2bbf27cd5c27fb26b3ad5104c280872539a6f68	0xc737e44291a8aeb1d1edb7bdaf0f78a88678ceb1e451d0950f9c3beeaac106f0	0x6a241ac08bc5bf4d3d7abe12a36a98d3ea5a4a01027b4a8e544d8d748c3b8e68	0x801d770055d1fd6547669582d2b7322433a3b478b0f541a3e2d878b154b80332	0x68e1bce8b05160cea4db5c9bd37d4addbe9219dc2ac0980c4c0372661b91b969	0x801d770055d1fd6547669582d2b7322433a3b478b0f541a3e2d878b154b80332	0x68e1bce8b05160cea4db5c9bd37d4addbe9219dc2ac0980c4c0372661b91b969	0x6833	0	0	0	0
1	91	61785	0x4ea5f8182b8165fd6fee18d04ad3ba755188d5b2a23ba69f79a9d6dd222ab160	0x75fea5462bc6005d0b6c18b2722046732af5f883923f896838822b79eaeab1eb	0x46e0bcb97184a480d677155e7aacd99c4dd75a1245ba248cb849b9c1d587c7ca	0xaed2af20181683d36bf14c2dcf7614edb4b12ed5189ce4d689e7f3f0b37278c0	0x73c495db068c4309af8ca9a99a761b4c628276ac04432088b5edc978daa8cf40	0x8c14888b8abc4f5d89354efebeee5c38c1a81a7fd0e8f5284333019b0e2c593b	0x73c495db068c4309af8ca9a99a761b4c628276ac04432088b5edc978daa8cf40	0x8c14888b8abc4f5d89354efebeee5c38c1a81a7fd0e8f5284333019b0e2c593b	0xf159	0	0	0	0
1	92	48790	0x35ab7f26b1115630f03ef35742a55a6069c4e6cde2278343444bd79b09402303	0x833fb8ef0d216eae8d49c78befe9a0c1ab9951d768a546b333d7a2c5e324263f	0x95885439cba7d0a944980382395ca76210391a1c9d5f41617c8841d1d5e36e1a	0x42ef568e5109726d440a392cfb39fae45a898b22a200f2d237584825dd5a982b	0x92a32c1e34a55a685d45708e5ae58879363213c3919c3fc207aed6399331277a	0x7a0fd0fa99176141b987ff2b4f0a377950fb1ac59114568c1c7459b0d7baa37c	0x92a32c1e34a55a685d45708e5ae58879363213c3919c3fc207aed6399331277a	0x7a0fd0fa99176141b987ff2b4f0a377950fb1ac59114568c1c7459b0d7baa37c	0xbe96	0	0	0	0
1	93	16660	0xcab3d797823c92254f3d7ddcde0782e99de298266eda94d60c752503285e6fe0	0x42b3346d9e43acf9f77990b95df11b0b5fba4d8defd8ae8b341c128e059486ba	0x7af892510ec0cb97053e236491bf58cd309c67ca37b4f0609b3797e14b537fe7	0x7da78aa2e4ab972d907fc0caaf8dfe4d662d266a9758c8ced97755273ddf5338	0x2e99f9067d7af213216112923dd12ae64bd36f41a754882f07d80b361785650d	0x27c97550befc45ef3f473890d95d1bfc74cb35b1a4faf4e5832d2f99d5723309	0x2e99f9067d7af213216112923dd12ae64bd36f41a754882f07d80b361785650d	0x27c97550befc45ef3f473890d95d1bfc74cb35b1a4faf4e5832d2f99d5723309	0x4114	0	0	0	0
1	94	36663	0xd845165679f9ae7fa6f004a4d1d6b1fd27431a0f061cee607adb95ba5428e707	0x6f408f9f4c7609ee879007e420bd021d05c5fe96442bcbbee94b13d4cdafc015	0xaf8d6b27676e5c4ec444be83b52ab62d9fb17e382d522e71822d3cbcc5b0d9b9	0x32e8d97bd2747ede7842b2c0307b915fe3d748857d984b36ca6f24d66227002c	0xc403480158a271671bf4fdfcfa22b3c3b63cfa914d14081ba43eb1e248d2e22c	0x18b5dd55b2ae09fb6f935f1197d82a678d8495d732ae67c18f88d01e2280ac83	0xc403480158a271671bf4fdfcfa22b3c3b63cfa914d14081ba43eb1e248d2e22c	0x18b5dd55b2ae09fb6f935f1197d82a678d8495d732ae67c18f88d01e2280ac83	0x8f37	0	0	0	0
1	95	50594	0x1c2293725eb3f34a8b7a73bfe73eac5b6f546967af7a2c2cdf156ee87def873d	0x6e3a1961af74787cc70d0f2415cf20e95f6dd192875a9bb7d465641a34e9f4bb	0xc4dbaf5ca47e8cd9e98c8eb73a772088c63cce545bcf69c91910b708dfcab5b5	0x169e1073f25b80c57f5f61d9ff0d266cc1928878ec67d094f5ac5bdf0319bb5	0x9741c92f5b5b171880893d3e3280016639e4b624152118ddc55f9f586bb61f5d	0x1b2a6d7c06142844169a58d575ed508ef6716db8bad731fa808eec4757815119	0x9741c92f5b5b171880893d3e3280016639e4b624152118ddc55f9f586bb61f5d	0x1b2a6d7c06142844169a58d575ed508ef6716db8bad731fa808eec4757815119	0xc5a2	0	0	0	0
1	96	13456	0x29f707f448cb20b02fd920c923a716e008ffc10007c5042d558c4b422319edc7	0xfeaef7543c14b3fa74b691f06527a84f5652b6ef96a8988f3fe1a2b46a2648a0	0x4cad0bb075e80680e6d2995b784699bde1fa94066ff6b92c2eaa70f177b3c2c8	0x4768858ee02507df49dc16a5cca3c9a2a7b57afa21ca09c6976450b3e6e61f01	0xc48ae4d753caf3019174961cd7700231ab6dab6614f1cda43955ec939abfe8fb	0x47cf31ab8ff7703b4bae6c6b34715687379738fb391cc5cae9096f57bfdaf0cc	0xc48ae4d753caf3019174961cd7700231ab6dab6614f1cda43955ec939abfe8fb	0x47cf31ab8ff7703b4bae6c6b34715687379738fb391cc5cae9096f57bfdaf0cc	0x3490	0	0	0	0
1	97	20201	0xe41d561225d6bdebdc02fe2a4119b5079f18666872ade54bd229ed9c71429aaa	0x163b714817547d9690b737bb7a4a7a4503e5dc8aa8fc1a38c7bd144af80241	0xc011cd5a4121bff12154bc05bc2995fc928df082654a8a56083a8ed3c909e1b2	0xf6b6b3d116dc38ad4dac0744e5b14bb103448d023d44266c71834595d963da	0xae8c0a2905a3e1df216cb3e4a248c3743a75e4ce3dd34d3a86d35dfea9dedc28	0x1e8c3c1d33e95f0ad24ada327c17054745cb0c4a7228b675c1eecdec704bbbe9	0xae8c0a2905a3e1df216cb3e4a248c3743a75e4ce3dd34d3a86d35dfea9dedc28	0x1e8c3c1d33e95f0ad24ada327c17054745cb0c4a7228b675c1eecdec704bbbe9	0x4ee9	0	0	0	0
1	98	19333	0x77122a36055d0e7cafa5395d011de383f30512df28a03acb0059748f0a19be26	0x8e1e83fdfd49db9ecbd837d8ff3ca9befd10f878514a774057ea003fe23ee5b6	0x51e6e189aa83178284f12c1275b17a4fb3200e875dd91264f9221f4a63c16c09	0xc2789473476109827242673c84321781d4d6c75956eccdca849aa5ac90d80225	0x2d59b458e162c770e10c72f4d42813f2e4bd9e08a5ee514578693a0e83157b5d	0x591e275bf7b44f62adcd7493184c62d1b022829dd87a4a1bb0273646a655ad15	0x2d59b458e162c770e10c72f4d42813f2e4bd9e08a5ee514578693a0e83157b5d	0x591e275bf7b44f62adcd7493184c62d1b022829dd87a4a1bb0273646a655ad15	0x4b85	0	0	0	0
1	99	36422	0x3c55648cac8d6dce227d62b50f81153d4314cdd42bb4d319211a8c7b2d9f1b5e	0x4b3d306087fffa84fbdfdea6ad7ffb506cb67b0295201422aca8cc8747a5d285	0x5c70acc055752cd9aabc15301fd1e70b8410d9232014136a0a52103a48ada368	0xf4bb1308236e4ea83426c92f73281379a582ad5f4ac669c28d158d6f6c013668	0x33f05f192b0ae6f435a5c7383203aed9c41a3ee778ac592932cebbface998841	0x9680622531b3f3e6048f03b83b2adeb13b0578f18d8c4041aadd8b470e128cf6	0x33f05f192b0ae6f435a5c7383203aed9c41a3ee778ac592932cebbface998841	0x9680622531b3f3e6048f03b83b2adeb13b0578f18d8c4041aadd8b470e128cf6	0x8e46	0	0	0	0
